entity,total_mentions,doc_freq
탈근대적주체성,1,1
몰적인것,1,1
분자적인것,1,1
기원에대한무관심,1,1
동화적인물,1,1
자기규정적,1,1
자기지시적,1,1
생성의감각,1,1
악동,1,1
탈주욕망,1,1
현실계,1,1
아이－주체,1,1
비동일적세계,1,1
고백적발화,1,1
비인칭적,1,1
소비사회,1,1
친근함,1,1
계몽이성적논리,1,1
자존심,1,1
공명关鳩의시학,1,1
상생相生,1,1
노동을견디는기술,1,1
소외된노동자,1,1
노동해방,1,1
노동을견디는방식,1,1
휴식,1,1
노동의소외,1,1
탈근대적,1,1
비극적실존,1,1
부정의서정,1,1
성차,1,1
여성성담론,1,1
낯선감각,1,1
난해한어법,1,1
냉전체제의붕괴,1,1
거대담론의몰락,1,1
언어교란,1,1
소통단절,1,1
유목적주체,1,1
n개의주체,1,1
내면의무수한나,1,1
탈주하는나,1,1
나를찬탈한타자,1,1
공동의감각,1,1
노동자대투쟁,1,1
자멸극,1,1
공동체적의식,1,1
자폐성,1,1
고립성,1,1
미성숙한자아,1,1
타자의현상학,1,1
유령의정치학,1,1
15인칭,1,1
L5인칭,1,1
사랑의불가능,1,1
익명적존재,1,1
비대칭적관계,1,1
몸적정체성,1,1
만장일치,1,1
의사결정,1,1
동의,1,1
정치적관계망,1,1
집단,1,1
미학적성취,1,1
복수의주체,1,1
청년실업,1,1
불법이민,1,1
말할수있는것과말해지지못한것사이의관계에대한전복,1,1
새로운시공간의발명,1,1
매체혼합,1,1
장르혼합,1,1
이분법적인성차,1,1
성정체성,1,1
여성이라는정체성,1,1
복수화된주체,1,1
여성적주체,1,1
시적발명들,1,1
여성적감각과감수성,1,1
여성적정체성,1,1
창작열,1,1
어린이,1,1
소리의주인,1,1
시공,1,1
비밀을가질시기,1,1
부끄러움을가질시기,1,1
식물,1,1
짐승,1,1
인간,1,1
자기부정,1,1
희곡작가또는극작가,1,1
거짓말의글쓰기,1,1
Metapoetry,1,1
반성과성찰과인식,1,1
죽을일,1,1
사형수,1,1
울먹이는광경,1,1
기분,1,1
느낌,1,1
생각,1,1
죽고살일,1,1
이기고지고살일,1,1
시때문에울먹이는일,1,1
낯선충격,1,1
한국시단,1,1
요령부득의장광설,1,1
경박한유희,1,1
음악을잃었다,1,1
이미지의결이일정하지않다,1,1
사회와・역사에대한안목이결여되어있다,1,1
아프로디테,1,1
형상의왜곡,1,1
사회와역사에대한통찰,1,1
존재론적인통찰,1,1
추와불협화음,1,1
미의범주,1,1
80년대시인들,1,1
역사와시대에대한채무의식,1,1
90년대시인들,1,1
모노드라마,1,1
80년대의운동,1,1
90년대의서정,1,1
개인적인고백,1,1
오월,1,1
연서,1,1
歲月,1,1
5공화국,1,1
인유,1,1
세계상,1,1
문체,1,1
고백적언술,1,1
선언적언술,1,1
이드,1,1
부끄러운동물,1,1
항문,1,1
부끄러운동,1,1
계단,1,1
늑대인간,1,1
자궁,1,1
성기,1,1
남근,1,1
천진함,1,1
기억과재생,1,1
기괴함,1,1
분할된신체,1,1
목숨과도같은사랑,1,1
회상의회상,1,1
전신,1,1
불행한삶,1,1
발언,1,1
서정적표상,1,1
아스팔트,1,1
아이리스,1,1
이진법,1,1
나비,1,1
서정적분신,1,1
환平,1,1
간격,1,1
시간도둑들,1,1
미래형시,1,1
비사실적인진술,1,1
정신의자유,1,1
현재시제,1,1
고단한현실,1,1
隱語,1,1
命名,1,1
똥색혹은쥐색,1,1
황병승식개인어휘사전,1,1
개인어,1,1
불일치의변증법,1,1
엽기성,1,1
미래형시들,1,1
조숙한소년의성장기,1,1
불면증,1,1
정전,1,1
성적인것,1,1
상상적인것,1,1
상상,1,1
전선,1,1
역설적,1,1
세계의복잡성,1,1
문학평론가,1,1
자기절제,1,1
억제된감성,1,1
해방된감성,1,1
영상문화세대,1,1
문학적세대,1,1
90년대신세대작가군,1,1
감성중심,1,1
90년대신세대,1,1
전통지향,1,1
관습지향,1,1
타자지향,1,1
새로운형식,1,1
2000년대시인군,1,1
경향과사조,1,1
새로운징후,1,1
희생,1,1
부분의자립성,1,1
집약적구조,1,1
연상작용,1,1
간결미,1,1
전통적미학,1,1
확산구조,1,1
작가의식,1,1
반복과대칭,1,1
시의절제,1,1
시창작방법,1,1
대칭,1,1
확대재생산,1,1
의미부재,1,1
의미의산포,1,1
소조형글쓰기,1,1
원심적성향,1,1
구심적,1,1
원심적,1,1
선조성,1,1
선조적,1,1
선조적인진행을방해하는장치,1,1
선조성을방해하는어떤장치나형식적규제,1,1
여장남자,1,1
분열과병치,1,1
통합적욕망,1,1
분열적사유,1,1
문학관,1,1
통합적사유,1,1
자기통합의의지,1,1
자아의안정된원형,1,1
내안의나,1,1
시적자아의여러분신,1,1
자아의분산상태,1,1
내적분열상태,1,1
총체적사유,1,1
자기통합적욕망,1,1
주체분열,1,1
전인적교양,1,1
분열상태,1,1
허구적상황,1,1
이상한나라,1,1
보여주기,1,1
비극적,1,1
희극적,1,1
눈없는곰들,1,1
곰들,1,1
눈뜬곰들,1,1
불새,1,1
자기응시,1,1
내면으로의회귀,1,1
감성으로의자발적인망명,1,1
반구조적,1,1
환유적,1,1
자아의분열상,1,1
시적경향,1,1
확산적,1,1
동어반복적,1,1
넓이에의강요,1,1
깊이에의천착,1,1
언어의미감,1,1
자폐,1,1
전복력,1,1
비평의욕망이시와결별하는국면,1,1
정치적욕망,1,1
젊은시편들,1,1
동호회로서의시단,1,1
전문화,1,1
미학적욕망,1,1
미학적독립,1,1
동호회로서의문학,1,1
창작의욕망,1,1
가상의독자개념,1,1
문학의종언,1,1
마니아독자층,1,1
청년독자들,1,1
도덕감정,1,1
사회적윤리,1,1
정의의감정,1,1
현실윤리학,1,1
인정투쟁,1,1
생명파,1,1
선언,1,1
자연-서정시,1,1
전일성,1,1
인공미로,1,1
유령•되기,1,1
본질,1,1
심미,1,1
발랄,1,1
시적구원,1,1
존재의정화와구원삶의고양으로서전통적인문학관,1,1
도시적신서정,1,1
미적방법론,1,1
도시적이면서도시적이지않은/못한여성-개인-시인의목소리와내면,1,1
골목,1,1
셋방,1,1
황폐한일상,1,1
우울한,1,1
동물되기,1,1
동화적,1,1
대화론적합성,1,1
동화적순수성,1,1
경건함,1,1
신화적미학적세계,1,1
생활세계,1,1
자본화,1,1
서기된자의책무,1,1
시인의노동,1,1
세계의밤의시대,1,1
동화적세계와상상력,1,1
문명의질서,1,1
자연의질서,1,1
격렬한현실저항의지,1,1
야생적활력,1,1
야만적본능의동물성,1,1
감각주의자,1,1
존재/자아의운동성,1,1
몸의교환원리,1,1
고통스러운삶에대한무한한각성및타자와의소통과사랑,1,1
신성한자연의빛과삶의방식,1,1
전면적인접촉과이해가불가능한존재/자아와삶의두렵고도역동적인내용물,1,1
감각과소통자본의네트워크,1,1
구술문화,1,1
문자문화,1,1
전자미디어,1,1
신체화,1,1
다매체문화,1,1
교통수단과교통망,1,1
실제와상상공간,1,1
다매체환경,1,1
다성적자야,1,1
인터넷,1,1
트랜스문화,1,1
매체경험,1,1
에너지,1,1
다문화적,1,1
가상적현실,1,1
가상현실,1,1
군부정치,1,1
가상세계의환상성,1,1
가상과현실,1,1
미디어와인간의관계,1,1
사물화된나,1,1
인간의욕망,1,1
억제된자아의욕망,1,1
가상의이미지,1,1
가상적현실성,1,1
시의창조적이미지,1,1
시적이미지,1,1
청각적이미지,1,1
문자매체,1,1
미디어장치,1,1
문명의테크놀로지,1,1
통감각적,1,1
감각지각체험,1,1
문학의변화,1,1
신문,1,1
잡지,1,1
감각지각방식,1,1
디지털환경,1,1
글로벌자본,1,1
새로운세대군群의등장,1,1
젊윤시인듈,1,1
시적분화,1,1
수용,1,1
젊은신진들,1,1
느림의미학,1,1
한시의근체시,1,1
타주체적,1,1
감각의깊이와넓이,1,1
질박한서정적리듬감,1,1
표현주의적,1,1
미시적세계관,1,1
반전쟁시,1,1
시간의지층,1,1
언어의고고학,1,1
언어의지층을파는작업,1,1
감각의절제,1,1
정신의극지,1,1
관념화,1,1
사막과오지의삶같은데서흘러나온극단의정신,1,1
해부학적상상력,1,1
원근법적시선,1,1
원근법적,1,1
객관묘사,1,1
3인칭시점,1,1
1인칭시점,1,1
구조적으로완결된시,1,1
고고학적,1,1
반反전쟁시,1,1
규범적인언어,1,1
당위적언어,1,1
자연어,1,1
근대문명사회,1,1
원시성,1,1
제도어,1,1
중심어,1,1
언어의위계화,1,1
진주사투리,1,1
언어기원,1,1
순환적시간의지층,1,1
진주말,1,1
재再一현재화,1,1
경상도사투리,1,1
몸말,1,1
입말,1,1
문화의다양성,1,1
새로운세대들,1,1
새로운시를창조하기위한다채로운시적실험,1,1
세대,1,1
세대의식,1,1
서태지학번,1,1
문화적아이콘,1,1
학생운동,1,1
댄스음악,1,1
힙합,1,1
유년의복원,1,1
하위문화적,1,1
매니아문화적,1,1
위반과전복,1,1
한류열풍,1,1
불온한위반과전복의비판적특성,1,1
세계의상실,1,1
주체해체적,1,1
수동태,1,1
피동형,1,1
미림팀사건,1,1
타락,1,1
동일성의원리,1,1
이성중심적인근대성,1,1
노동하는자아,1,1
집단적주체,1,1
흐릿한/왜소한/분열된주체,1,1
지시적의미,1,1
형식의불완전함부조리함,1,1
혼수상태,1,1
명사,1,1
동사,1,1
부유하는주체,1,1
주체가명사에짓눌린모습,1,1
명사의물질성,1,1
생명의활력과생명성,1,1
이상주의자,1,1
21세기적삶의초상,1,1
다성악적,1,1
단성악적,1,1
세계와자아의동일화,1,1
부정의식,1,1
부정의의식,1,1
세계를부정하는의식,1,1
세계를부정한다,1,1
세계를긍정한다,1,1
바깥에의상상력,1,1
유토피아니즘Utopianism의소멸,1,1
전지구적자본주의화,1,1
새로운시적스타일의창출,1,1
몽타쥬,1,1
형식혹은양식이지닌중요성과가치,1,1
시적스타일,1,1
스타일의창조,1,1
깨어진주체,1,1
새세대시인들,1,1
스타일의차이,1,1
근친상간,1,1
신화적인상상력,1,1
집단무의식,1,1
자기기원을드러내었다가다시지우는방식,1,1
시조始祖,1,1
자기윤리의정립,1,1
3음보,1,1
4음보,1,1
통사구조의반복과변주,1,1
언어공동체,1,1
정신병적징후,1,1
공황장애,1,1
신경발작,1,1
아라리,1,1
육체성,1,1
병적동일시,1,1
여성시인들,1,1
주체중심주의적사고,1,1
탈주체적경향,1,1
자기세계,1,1
언어의역동성,1,1
소통가능성부정하기,1,1
기성언어의의미지우기,1,1
말의공공성,1,1
기충민중,1,1
언어의공적기능,1,1
개인으로서의자기삶의윤리,1,1
시적비전,1,1
도시적일상시,1,1
생태/환경시,1,1
교술적성격,1,1
계간지들,1,1
개인의폐쇄적인내면세계,1,1
문학과정치의새로운결합,1,1
새로운정치학,1,1
중심을향한그리움,1,1
탈정치성,1,1
탈정치적인,1,1
문학의진정성,1,1
서발턴,1,1
지배이데올로기,1,1
소수자,1,1
말할수없는,1,1
하위계충,1,1
공적담론,1,1
수행적발화,1,1
계층,1,1
전투적서정성,1,1
최하충민,1,1
제도권언어로는제대로말할수없다,1,1
미적성취,1,1
시란하나의작품'으로서충분히완성되어야한다,1,1
절제의미학,1,1
공동체성,1,1
젊은세대들,1,1
육성,1,1
교술성,1,1
공존,1,1
자연예찬,1,1
생태적경향,1,1
에코-페미니즘,1,1
왜소하거나분열된주체,1,1
1970년대출생시인들,1,1
1980년대생시인들,1,1
개별적내밀성,1,1
내밀성,1,1
아이스테시스aisthesis,1,1
감각적인식,1,1
비평의언어,1,1
산문의언어,1,1
비평의'무력함，,1,1
새로운명명,1,1
현실재현,1,1
실험적미학,1,1
타자담론,1,1
심미적경향,1,1
심미적주체들,1,1
서정적인것,1,1
원근법적주체,1,1
시적거리,1,1
미학적긴장,1,1
심미적개성들의빅뱅,1,1
서정의변혁,1,1
시대인식,1,1
언어의자치지구,1,1
분리지구,1,1
통치권,1,1
정상국가,1,1
존재론,1,1
전통적인시학,1,1
2000년대시들의감각,1,1
2000년대시의감각,1,1
감동과울림의시학,1,1
심미적주체,1,1
자기-정체성,1,1
내적폭발,1,1
자기-존재,1,1
심미적체험,1,1
창작의감수성,1,1
비평의전망,1,1
존재론적무게,1,1
가치론적무게,1,1
행동윤리,1,1
언어와이미지,1,1
존재론적인,1,1
가치론적인,1,1
의미론적완결성,1,1
헤게모니,1,1
생태적상상력,1,1
새로운신진시인의문법,1,1
전위적인시학,1,1
시적담론,1,1
창작과비평이분기하는지점,1,1
창작과비평의분기점,1,1
작품너머에관해서말하고싶은욕망,1,1
자신을욕망하는감각,1,1
지독한이기주의,1,1
비평의문제,1,1
비평적사유,1,1
비평적주체들,1,1
미학적정치성,1,1
시민,1,1
정합론,1,1
4대강반대운동,1,1
언어의개변,1,1
시적진술의평이함,1,1
취미판단,1,1
취미,1,1
익명성,1,1
치안의구조,1,1
정치적기표,1,1
혼종의상상력,1,1
경계의흐트러짐,1,1
문화의위계,1,1
새터민,1,1
장르간혼합,1,1
탈장르화,1,1
무국적의상상력,1,1
비동일성의미학,1,1
서정의근원적자기회귀성,1,1
자기회귀성,1,1
대안시학,1,1
생태몸여성,1,1
시고유의인지충격효과,1,1
자연생태여성몸,1,1
전언중심주의,1,1
생태학적,1,1
여성시인,1,1
계급적타자,1,1
아버지-죽이기,1,1
가부장적주체,1,1
아버지의권위,1,1
부정적타자,1,1
세상에던져진존재,1,1
고독한자신의내면,1,1
순결한것불순한것들을죄다섞고혼합해서새로운어떤문장들을펼쳐보이려는,1,1
비극적현실,1,1
비평적쏠림현상,1,1
미학적유행,1,1
시적개성,1,1
시적경제,1,1
미적아우라,1,1
주류미학,1,1
신윤리,1,1
역사철학적사명,1,1
존재방식,1,1
용산4가철거민살인진압사태,1,1
자본증식,1,1
직설의윤리학,1,1
시의윤리강령,1,1
윤리의식,1,1
시의에토스,1,1
치욕의윤리학,1,1
모멸감,1,1
노예상태,1,1
노동가치,1,1
초기자본주의,1,1
인간소외,1,1
초소외,1,1
수치와모욕,1,1
자기모멸감,1,1
자본주의적지배이데올로기,1,1
신자유주의시대,1,1
68혁명,1,1
위악적인,1,1
게스투스,1,1
위선,1,1
hypos,1,1
삶의부조리와모순,1,1
범속한트임,1,1
부정적숭고의윤리학,1,1
해변,1,1
게토,1,1
월경,1,1
기억의윤리학,1,1
모멸,1,1
각성의윤리학,1,1
고독의윤리학,1,1
언어의곡예사,1,1
시적윤리,1,1
감각적체험의자율성,1,1
미학적불온분자,1,1
노마드적자아,1,1
자본축적,1,1
미학적보루,1,1
감각의윤리학,1,1
검은윤리,1,1
경험공간,1,1
우울의윤리학,1,1
안전제일,1,1
말과사물사이에가로놓인아득한심연,1,1
존재론적비애,1,1
수심,1,1
분한,1,1
변증법,1,1
저항의윤리,1,1
지배적감각체계,1,1
무한대의자유,1,1
전위적실험,1,1
국민윤리,1,1
도덕감각,1,1
최소윤리,1,1
최소도덕,1,1
주체중심의동일자적시선,1,1
전래서정,1,1
미적균열,1,1
미래파비평,1,1
세계인식,1,1
주체의균열,1,1
기이한스타일,1,1
타자들의무질서한혼종성,1,1
오인주체,1,1
주체의자명성,1,1
정신분열,1,1
윤리적관계,1,1
주체의동일성욕망,1,1
분열병,1,1
상상적분열,1,1
윤리적상상,1,1
부정성의미학,1,1
파편적개별자,1,1
부정성의시학,1,1
반항아,1,1
인디,1,1
90년대문학,1,1
반항,1,1
메타언어,1,1
현실의부정전복파괴위반,1,1
무지향,1,1
무정향,1,1
다른제국,1,1
현실적통각,1,1
시적의지,1,1
이기성,1,1
감각의논리,1,1
즐기고,1,1
'정상적인'주체,1,1
변태,1,1
즐김의텍스트,1,1
즐거움，의텍스트,1,1
쾌락주의,1,1
즐거움,1,1
문화의장,1,1
미적고투,1,1
가상［simulacre）,1,1
환상의윤리학,1,1
마조히즘,1,1
자폐적,1,1
고해,1,1
이분법적폭력,1,1
주체의재구성,1,1
심화적극복,1,1
탈형이상학,1,1
동일성욕망,1,1
동일성의또다른욕망,1,1
메타-동일성,1,1
환상•시,1,1
함축적화자,1,1
주체의절대적분열과해체,1,1
주체의재구성과반성,1,1
아버지의법,1,1
미적자의식,1,1
소박하고명료한진술,1,1
미래파이후,1,1
인종,1,1
단독적경험,1,1
발화의실패,1,1
독일바로크비애극,1,1
중세가몰락하고신성이상실된시대,1,1
시적증언,1,1
보편적공감,1,1
영원성,1,1
가치의보편성,1,1
시장경제,1,1
누보바로크,1,1
성상파괴운동,1,1
존재의부재,1,1
반정치적,1,1
머뭇거림,1,1
미래파이후일상파의조짐,1,1
미래파적인시,1,1
일상이라는공통토대의회복,1,1
새로운표현,1,1
연남도,1,1
시간의깊이,1,1
자본주의적폐허,1,1
19so년대시,1,1
1980년대시,1,1
일상의재현,1,1
순간적감정,1,1
일상적인식,1,1
쉽게말하고자하는태도,1,1
우리가되려는욕망,1,1
수사의억제,1,1
공감을지향하는태도,1,1
언어에관한불신,1,1
공감의관한요청,1,1
자아냐타자냐,1,1
광화문촛불집회,1,1
사회적의식,1,1
정치적참여,1,1
역사적부채감,1,1
국제시장경제,1,1
제국주의,1,1
촛불집회,1,1
열린정치성,1,1
사회구조,1,1
무기력,1,1
국제자본주의,1,1
퀴어운동,1,1
정신적운동,1,1
자아소멸,1,1
2010년대시의성취와좌절,1,1
사회적권력,1,1
만연체,1,1
페미니즘운동,1,1
퀴어시,1,1
인간이해,1,1
말하지못하는자들을위한시,1,1
성장서사,1,1
교육제도,1,1
음담패설,1,1
순수하다는고정관념,1,1
사회제도,1,1
근대적교육제도,1,1
사회로부터오염되지않은순수한아이,1,1
해체적인식,1,1
일방통행의제도,1,1
아이의세계와성인의세계를가로지르는엄격한구분,1,1
루소주의,1,1
폭력적인교육제도,1,1
자아정립,1,1
자기입사의제도,1,1
자아를정립,1,1
소년,1,1
자연주의,1,1
종교의식,1,1
상대주의,1,1
사회비판,1,1
계절어,1,1
시적인긴장,1,1
간결한언어,1,1
시제,1,1
보편,1,1
시인들의고뇌,1,1
고고학적인근원탐색,1,1
자아의탐색,1,1
상호주관,1,1
진화론적결정주의,1,1
사회학적결정주의,1,1
문학의위의,1,1
이데올로그,1,1
뉴웨이브총론,1,1
뉴웨이브시학,1,1
악무한,1,1
탈서정적,1,1
자아의논리,1,1
주체의논리,1,1
상상적자아,1,1
비동일화,1,1
선의윤리,1,1
진실의윤리,1,1
자아와주체의구분,1,1
시스템의억압과폭력,1,1
도덕（선/악,1,1
과잉수행,1,1
준법투쟁,1,1
약자포용,1,1
희생양,1,1
거짓말의독백,1,1
실재에의열망,1,1
윤리적,1,1
정언명령,1,1
새로움추구,1,1
차이긍정,1,1
소수자/약자지지,1,1
초월론적입사점,1,1
포스트담론,1,1
차이의담론,1,1
차이의긍정,1,1
보편성의긍정,1,1
초인적인존재,1,1
불가능한일,1,1
실현불가능한꿈,1,1
왜곡,1,1
서정적자아의권위를뛰어넘는권위,1,1
사이버펑크,1,1
탐미주의,1,1
폭력미학,1,1
감각의무한,1,1
동시대시인들,1,1
거대한나,1,1
더큰존재,1,1
더큰자아•의쾌락,1,1
무한의대리자,1,1
슬로우모션,1,1
장면왜곡,1,1
느리고,1,1
우아하다,1,1
자기자신을기계장치처럼마음대로제어할수있다는이환상,1,1
우리의무한한확장,1,1
아득한고양감,1,1
무한한깊이,1,1
자기규율,1,1
자기통제,1,1
여성적인태도,1,1
연극적과장,1,1
우아한무한,1,1
정신적우월감,1,1
감정의귀족주의,1,1
귀족주의적경향,1,1
가면놀이,1,1
비애감,1,1
존재론적인슬픔,1,1
익명적중얼거림,1,1
자동장치,1,1
완전한자유,1,1
들뢰즈적사유,1,1
주쳬,1,1
귀족주의적인나르시시즘,1,1
좋은타자,1,1
상상적타자,1,1
익명의중얼거림,1,1
더큰자아,1,1
언표의주체,1,1
언표행위의주체,1,1
진정한나,1,1
반상품성,1,1
열정적인태도,1,1
곤란,1,1
후-사건적실천,1,1
충실,1,1
시위無用号,1,1
비트족,1,1
시가무용하다,1,1
예술지상주의자,1,1
예술을위한예술,1,1
無用론,1,1
사회와역사,1,1
강박적반복,1,1
이질僕質）성,1,1
시적윤리학,1,1
성찰과성장의거부,1,1
모성의거부,1,1
심층해석학,1,1
신세대론,1,1
서정시의본질과정체성,1,1
문학연구,1,1
문화연구,1,1
신비평,1,1
구조주의,1,1
후기구조주의,1,1
해체론,1,1
페미니스트이론,1,1
신역사주의,1,1
문화유물론,1,1
퀴어이론,1,1
문학운동,1,1
공동의시적명분,1,1
반정치경제성,1,1
초역사주의,1,1
예술적개인주의,1,1
영향의불안,1,1
새로운화자,1,1
키치,1,1
여성의언어를회복하자,1,1
연극성,1,1
대화체,1,1
환상적시쓰기,1,1
메타적,1,1
의식을의심하는의식,1,1
주술적반복,1,1
비대칭적리듬,1,1
도서관,1,1
박물관,1,1
속도,1,1
기계,1,1
공장,1,1
시의난장,1,1
선정적언어,1,1
블랙유머,1,1
형이상학파시인들,1,1
양심,1,1
자기의심,1,1
자기와의싸움,1,1
언어의유희나놀이,1,1
인간영혼에관한탐험과모험,1,1
불쾌할수도있는충격혹은투쟁,1,1
꼰대,1,1
누빔점,1,1
미래파이후의논의,1,1
비평적감성,1,1
미학적방법론,1,1
한국시사,1,1
2000년대시인,1,1
미래파스러운,1,1
비평적수혜,1,1
황병승스러움,1,1
대화불가능성,1,1
일방적인말하기,1,1
삐딱한대화,1,1
주체와타자의1:1대웅양식의불가능성,1,1
메타적주체,1,1
파편화된체험,1,1
소통형식,1,1
눙동성,1,1
수동성,1,1
소통되지않는꽉막힌대화,1,1
주체와타자간의소통불가능성,1,1
타자와의무력하고도불가능한소통,1,1
화해불가능성,1,1
황병숭스러움,1,1
그로테스크한,1,1
파편화된,1,1
인상비평적인독법,1,1
비평적욕망,1,1
현실개조,1,1
영구혁명주의자,1,1
역할분담놀이,1,1
파국,1,1
리비도,1,1
생산,1,1
상상적자유,1,1
시-유희,1,1
허무적세계인식,1,1
평론,1,1
미래파적감수성,1,1
감성적결로,1,1
잉여가치,1,1
소통불가능,1,1
인상비평,1,1
집단동작주,1,1
유희공동체,1,1
시적질서,1,1
하위주체들,1,1
파편화된언어들,1,1
유희적충동,1,1
허무의열정,1,1
타자의타자성,1,1
언어의폭발,1,1
언어운동,1,1
미적가상,1,1
은유적언어,1,1
애매성,1,1
차이의감각,1,1
풍자의수사학,1,1
상응,1,1
투시자,1,1
공감각,1,1
언어의도구성,1,1
음악적모호함,1,1
상징주의자,1,1
idee,1,1
육체의감각,1,1
도구적이성,1,1
공시성,1,1
아끄메이즘,1,1
서술어,1,1
직유,1,1
여섯시인들,1,1
언어의비근친성,1,1
언어의근친성,1,1
적대,1,1
열쇠,1,1
소녀의도망과분열증,1,1
동성애,1,1
이성애중심주의,1,1
인공자연,1,1
충격,1,1
미적모더니티,1,1
모니터칸트,1,1
자동기술,1,1
검은음절들,1,1
열정,1,1
구상倶象）의그림,1,1
존재의깊이,1,1
유사성,1,1
인접성,1,1
통사적,1,1
의미가지연되고,1,1
진술,1,1
묘사,1,1
진술적,1,1
묘사적,1,1
환상-백일몽,1,1
부력,1,1
생명력,1,1
동경,1,1
독일낭만주의자들,1,1
이로니（IronieA,1,1
반어적진술,1,1
유토피아의부재,1,1
자연선택,1,1
적자생존,1,1
2000년대시의가장결정적인유산,1,1
퍼스낼리티,1,1
극적공간,1,1
불운한/불온한인물들,1,1
약자들,1,1
식민지화,1,1
개념적인물,1,1
주류문화,1,1
2000년대시의정치적조건,1,1
정치체제,1,1
리프리젠테이션,1,1
representation,1,1
개념사,1,1
2000년대한국민주주의,1,1
2000년대,1,1
실망과，위기,1,1
민주화이후의민주주의,1,1
환멸과냉소,1,1
대중추방,1,1
구조조정,1,1
대표체제,1,1
1인칭내면고백,1,1
정치적조건,1,1
미학적혁신,1,1
환멸과권태,1,1
1인칭나에대한탐구,1,1
김행숙적인것,1,1
황병승적인것,1,1
2010년대적인것,1,1
21년대적인것,1,1
2010년대의시인들,1,1
대의와재현,1,1
히로시마원폭투하,1,1
한국전쟁,1,1
이라크침공,1,1
한미자유무역협정,1,1
철거와해고,1,1
문명담론,1,1
분단담론,1,1
계급담론,1,1
미래주의,1,1
재패니메이션,1,1
전쟁,1,1
절망도희망도아닌정서,1,1
탈식민주의,1,1
writingback,1,1
리틀보이,1,1
엉클쌤,1,1
과잉동일시,1,1
예의,1,1
연극,1,1
벌거벗은임금님,1,1
아시바,1,1
사과의정치학,1,1
전시체제,1,1
무한전쟁,1,1
시적정치학,1,1
형식,1,1
절합,1,1
억압과금기,1,1
금지에대한저항,1,1
유혹에대한거절,1,1
금지하는아버지,1,1
향유를권하는아버지의심급,1,1
집단주의,1,1
전체주의적쾌락,1,1
욕망의정치학,1,1
전체성,1,1
차이의정치,1,1
정체성의정치,1,1
생체정치,1,1
젊은세대의시인들,1,1
통치,1,1
통치자,1,1
미시정치,1,1
통치자의동일성을휘발시켜버리고선형적인의미생산체제를교란하는방식,1,1
다른정치,1,1
독재,1,1
전체,1,1
2000년대시의시적정치학,1,1
스키조의시학,1,1
여성적,1,1
남근적,1,1
시코쿠학습효과,1,1
인간인가짐승인가,1,1
불가능한야심,1,1
미학적준칙,1,1
비인간적에너지,1,1
우주적망상,1,1
망상적발화,1,1
외국어,1,1
상상적동일시,1,1
서정적메커니즘,1,1
임신∙출산,1,1
비인칭적인,1,1
식별불가능,1,1
구별불가능,1,1
거미인간,1,1
새로운종,1,1
다른말,1,1
인간의말,1,1
어휘론,1,1
구문론,1,1
마이너적인방식으로발화하는분열자,1,1
지식인계급,1,1
비가,1,1
이중구속,1,1
멜랑콜리맨,1,1
반혁명,1,1
정치권력과의긴장관계,1,1
순결한언어,1,1
타락한언어,1,1
숭고한아우라,1,1
혁명의담론,1,1
언어의순결한힘,1,1
낙타의기질,1,1
통치론,1,1
늑대의무리,1,1
체제론,1,1
중앙집권,1,1
지방분권,1,1
근경형,1,1
수목형체제,1,1
탈의미작용,1,1
발화자의통치권력으로부터자유로운,1,1
무질서의질서,1,1
일관성,1,1
정치의시,1,1
시학적둔감,1,1
정치학개론,1,1
소문자정치들,1,1
우발적사건,1,1
카오스적무의식,1,1
서사적요소,1,1
감각적이미지들,1,1
대상적실체,1,1
감각적속성,1,1
이국노동자들,1,1
권태,1,1
에피파니,1,1
시적현현,1,1
역설적비유,1,1
먹기-성교-말하기,1,1
말하기-쓰기-자해-변신-만남,1,1
이율배반,1,1
에로티시즘,1,1
동물-되기,1,1
증여-매매-감시-자선-구걸-폭력-존재함입-카메라작동,1,1
리좀적인질적복수성,1,1
존재의변형과변신,1,1
좌절,1,1
자기존재의기원으로되돌아가려는욕망,1,1
욕망의탈주선,1,1
소외/탈주,1,1
환상수족,1,1
환상의기제,1,1
무의식의극장,1,1
의식적주체,1,1
중층성,1,1
중층결정적,1,1
시적지향점,1,1
한국전위시,1,1
사회적억압,1,1
잉여적감각,1,1
사회적소외,1,1
무의식적욕망과충동,1,1
환상과향유,1,1
아우라와잉여적감각,1,1
시적직관,1,1
여성주의,1,1
전위주의,1,1
신비주의,1,1
가학성,1,1
피학성,1,1
소비문화,1,1
소월시의계보,1,1
서정시의계보,1,1
전위적서정시의계보,1,1
서정적전위시,1,1
근대회화,1,1
평면의회화,1,1
평면의세계,1,1
속도조절,1,1
느린화면,1,1
정지된화면,1,1
습도조절,1,1
얼굴의조절,1,1
평면적얼굴,1,1
광학적시선의절개,1,1
근대적서사양식,1,1
인과율,1,1
개연성,1,1
동시성,1,1
영원,1,1
시간의분신들,1,1
당신들,1,1
부재의형식,1,1
모호한미학적거리,1,1
우연과필연,1,1
존재형식,1,1
순환적연쇄,1,1
어긋남,1,1
떠오름,1,1
증발,1,1
순진무구한놀이,1,1
테크놀러지적상상력,1,1
과도한표현법,1,1
절제된표현법,1,1
차이의생성,1,1
복수성,1,1
탈주체화,1,1
이상시의계보,1,1
시의식,1,1
